#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name;Adjustment coefficient ind.
NLIX00006543;16-12-2025;;NLIX00006543;NL;ETPFN;EN Transatlantic Pharma Fixed Basket NR;XAMS;;7301.01;7182.96;7182.96052256;;;;;NLIX00006535;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00006535;16-12-2025;;NLIX00006535;NL;ETPFB;EN Transatlantic Pharma Fixed Basket;XAMS;1016757.80100329;4736.11;4659.53;4659.53229859;4737615813.61738082;10;EUR;1;;NLIX00006550;NLIX00006543;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00006527;16-12-2025;;NLIX00006527;NL;ETM50;EN Transatlantic Market Leaders D 50 P;XAMS;;920.58;915.95;915.95427372;;;;;NLIX00006501;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00006519;16-12-2025;;NLIX00006519;NL;ETMD5;EN Transatlantic Market Leaders D 5 %;XAMS;;6250.97;6219.62;6219.61909456;;;;;NLIX00006493;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00006501;16-12-2025;;NLIX00006501;NL;ETMLG;EN Transatlantic Market Leaders GR;XAMS;;14858.50;14786.02;14786.02316786;;;;;NLIX00006485;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00006493;16-12-2025;;NLIX00006493;NL;ETMLN;EN Transatlantic Market Leaders NR;XAMS;;13884.07;13816.34;13816.34189467;;;;;NLIX00006485;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00006485;16-12-2025;;NLIX00006485;NL;ETML;EN Transatlantic Market Leaders;XAMS;251616682.280611;11476.38;11420.4;11420.39909945;2873562931725.2409995;30;EUR;1;;NLIX00006501;NLIX00006493;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005966;16-12-2025;;NLIX00005966;NL;ESED5;Euronext Silver Economy Decrement 5 %;XAMS;;5043.29;5048.75;5048.75139217;;;;;NLIX00005933;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00005958;16-12-2025;;NLIX00005958;NL;ESD5P;Euronext Silver Economy Decrement 50 P;XAMS;;8601.75;8612.2;8612.19781628;;;;;NLIX00005941;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00005941;16-12-2025;;NLIX00005941;NL;ESECG;Euronext Silver Economy GR;XAMS;;12215.47;12230.5;12230.5010678;;;;;NLIX00005925;;;.37095962340677;;CA11271J1075;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005933;16-12-2025;;NLIX00005933;NL;ESECN;Euronext Silver Economy NR;XAMS;;11202.69;11216.36;11216.35773951;;;;;NLIX00005925;;;;.27821970631987;CA11271J1075;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005925;16-12-2025;;NLIX00005925;NL;ESECP;Euronext Silver Economy;XAMS;120745840.443258;8820.91;8831.39;8831.39231928;1066353887875.9895926;25;EUR;1;;NLIX00005941;NLIX00005933;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005701;16-12-2025;;NLIX00005701;FR;TTI50;EN Transatlantic Sector Titans D50P;XPAR;;1080.66;1073.52;1073.52171627;;;;;NLIX00005503;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00005651;16-12-2025;;NLIX00005651;NL;EIAD3;EN Intelligence Artificielle D 3.75 %;XAMS;;22301.15;22237.37;22237.36641532;;;;;NLIX00005636;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.0375;1;365;0;;CALCULATED
NLIX00005644;16-12-2025;;NLIX00005644;NL;EIAGR;EN Intelligence Artificielle GR;XAMS;;42232.71;42116.27;42116.26948156;;;;;NLIX00005628;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005636;16-12-2025;;NLIX00005636;NL;EIANR;EN Intelligence Artificielle NR;XAMS;;40568.70;40456.84;40456.84451246;;;;;NLIX00005628;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005628;16-12-2025;;NLIX00005628;NL;EIAPR;EN Intelligence Artificielle PR;XAMS;1015270.39681239;36221.07;36121.2;36121.202743;36672787842.22422595;20;EUR;1;;NLIX00005644;NLIX00005636;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005511;16-12-2025;;NLIX00005511;FR;TTID5;EN Transatlantic Sector Titans D5%;XPAR;;3514.15;3490.9;3490.89738283;;;;;NLIX00005495;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00005503;16-12-2025;;NLIX00005503;FR;TTITG;Euronext Transatlantic Sector Titans GR;XPAR;;8594.41;8538.73;8538.72666095;;;;;NLIX00005487;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005495;16-12-2025;;NLIX00005495;FR;TTITN;Euronext Transatlantic Sector Titans NR;XPAR;;7804.42;7753.86;7753.85983417;;;;;NLIX00005487;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005487;16-12-2025;;NLIX00005487;FR;TTIT;Euronext Transatlantic Sector Titans PR;XPAR;813938974.338217;5660.66;5623.98;5623.98187476;4577578038835.5464992;40;EUR;1;;NLIX00005503;NLIX00005495;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005461;16-12-2025;;NLIX00005461;NL;UML1D;Euronext US Market Leaders 100 D50P;XAMS;;992.10;993.57;993.57498555;;;;;NLIX00005453;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00005453;16-12-2025;;NLIX00005453;NL;UML1G;Euronext US Market Leaders 100 GR;XAMS;;19661.76;19693.68;19693.68168425;;;;;NLIX00005438;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005446;16-12-2025;;NLIX00005446;NL;UML1N;Euronext US Market Leaders 100 NR;XAMS;;18592.55;18622.74;18622.73678701;;;;;NLIX00005438;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005438;16-12-2025;;NLIX00005438;NL;UML1P;Euronext US Market Leaders 100;XAMS;508447879.686537;16243.39;16269.76;16269.76023719;8272325095608.0019878;100;EUR;1;;NLIX00005453;NLIX00005446;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005362;16-12-2025;;NLIX00005362;NL;GIC50;EN Global Industry Champions 30 D50P;XAMS;;875.62;871.23;871.22668637;;;;;NLIX00005347;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00005354;16-12-2025;;NLIX00005354;NL;GICD5;EN Global Industry Champions 30 D5%;XAMS;;2535.47;2522.81;2522.81195916;;;;;NLIX00005339;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00005347;16-12-2025;;NLIX00005347;NL;GICG;EN Global Industry Champions 30 GR;XAMS;;7796.76;7758.9;7758.89518858;;;;;NLIX00005321;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005339;16-12-2025;;NLIX00005339;NL;GICN;EN Global Industry Champions 30 NR;XAMS;;6910.61;6877.05;6877.05116377;;;;;NLIX00005321;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005321;16-12-2025;;NLIX00005321;NL;GICP;EN Global Industry Champions 30;XAMS;698451947.458023;4800.94;4777.63;4777.62932828;3336944508571.4642647;30;EUR;1;;NLIX00005347;NLIX00005339;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005222;16-12-2025;;NLIX00005222;NL;UUTIG;Euronext US Utilities GR;XAMS;;6011.85;5989.42;5989.42296836;;;;;NLIX00005206;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005214;16-12-2025;;NLIX00005214;NL;UUTIN;Euronext US Utilities NR;XAMS;;5120.95;5101.85;5101.8471327;;;;;NLIX00005206;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005206;16-12-2025;;NLIX00005206;NL;UUTI;Euronext US Utilities PR;XAMS;336099360.488678;3516.53;3503.41;3503.40824281;1177493269937.8444411;29;EUR;1;;NLIX00005222;NLIX00005214;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005198;16-12-2025;;NLIX00005198;NL;UBMAG;Euronext US Basic Mat GR;XAMS;;4793.31;4778.36;4778.35561194;;;;;NLIX00005172;;;1.07094224719245;;US2788651006;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005180;16-12-2025;;NLIX00005180;NL;UBMAN;Euronext US Basic Mat NR;XAMS;;4314.74;4300.86;4300.8583981;;;;;NLIX00005172;;;;.74965957303472;US2788651006;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005172;16-12-2025;;NLIX00005172;NL;UBMA;Euronext US Basic Mat PR;XAMS;148045406.483246;3274.35;3263.06;3263.06463329;483081730017.21125792;10;EUR;1;;NLIX00005198;NLIX00005180;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005164;16-12-2025;;NLIX00005164;NL;UHECG;Euronext US Health Care GR;XAMS;;7926.49;7827.15;7827.14615209;;;;;NLIX00005149;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005156;16-12-2025;;NLIX00005156;NL;UHECN;Euronext US Health Care NR;XAMS;;7302.26;7210.73;7210.73386001;;;;;NLIX00005149;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005149;16-12-2025;;NLIX00005149;NL;UHEC;Euronext US Health Care PR;XAMS;754578709.375571;6003.57;5928.32;5928.31853137;4473382946171.5005146;44;EUR;1;;NLIX00005164;NLIX00005156;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005131;16-12-2025;;NLIX00005131;NL;UTELG;Euronext US Telecom GR;XAMS;;6498.66;6510.39;6510.39420135;;;;;NLIX00005115;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005123;16-12-2025;;NLIX00005123;NL;UTELN;Euronext US Telecom NR;XAMS;;5609.80;5619.92;5619.92404714;;;;;NLIX00005115;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005115;16-12-2025;;NLIX00005115;NL;UTEL;Euronext US Telecom PR;XAMS;210313224.903589;3977.78;3984.96;3984.95663547;838089081105.77646487;8;EUR;1;;NLIX00005131;NLIX00005123;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005107;16-12-2025;;NLIX00005107;NL;UINDG;Euronext US Industrials GR;XAMS;;9615.30;9560.52;9560.51697742;;;;;NLIX00005081;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005099;16-12-2025;;NLIX00005099;NL;UINDN;Euronext US Industrials NR;XAMS;;8870.22;8819.69;8819.68676469;;;;;NLIX00005081;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005081;16-12-2025;;NLIX00005081;NL;UIND;Euronext US Industrials PR;XAMS;770322637.349488;7299.51;7257.93;7257.92892008;5590946947412.1950545;89;EUR;1;;NLIX00005107;NLIX00005099;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005073;16-12-2025;;NLIX00005073;NL;UFING;Euronext US Financials GR;XAMS;;7901.22;7838.76;7838.762757;;;;;NLIX00005057;;;.50193657598261;;US0268747849 US45866F1049;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005065;16-12-2025;;NLIX00005065;NL;UFINN;Euronext US Financials NR;XAMS;;7210.72;7153.53;7153.53039495;;;;;NLIX00005057;;;;.35135560318783;US0268747849 US45866F1049;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005057;16-12-2025;;NLIX00005057;NL;UFIN;Euronext US Financials PR;XAMS;888356790.075481;5794.06;5747.76;5747.75591901;5106057998347.0637457;62;EUR;1;;NLIX00005073;NLIX00005065;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005040;16-12-2025;;NLIX00005040;NL;UCDIG;Euronext US Consumer Discretionary GR;XAMS;;12737.83;12751.15;12751.14844567;;;;;NLIX00005024;;;.06932946246986;;US7458671010;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005032;16-12-2025;;NLIX00005032;NL;UCDIN;Euronext US Consumer Discretionary NR;XAMS;;12008.73;12021.26;12021.26103832;;;;;NLIX00005024;;;;.0485306237289;US7458671010;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005024;16-12-2025;;NLIX00005024;NL;UCDI;Euronext US Consumer Discretionary PR;XAMS;629547546.832914;10434.58;10445.42;10445.41749114;6575886957192.8188409;63;EUR;1;;NLIX00005040;NLIX00005032;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00005016;16-12-2025;;NLIX00005016;NL;UCSTG;Euronext US Consumer Staples GR;XAMS;;5142.92;5110.82;5110.82152159;;;;;NLIX00004993;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00005008;16-12-2025;;NLIX00005008;NL;UCSTN;Euronext US Consumer Staples NR;XAMS;;4459.39;4431.56;4431.55836441;;;;;NLIX00004993;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00004993;16-12-2025;;NLIX00004993;NL;UCST;Euronext US Consumer Staples PR;XAMS;551565245.424863;3191.63;3171.71;3171.7065668;1749403110930.6419759;27;EUR;1;;NLIX00005016;NLIX00005008;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00004985;16-12-2025;;NLIX00004985;NL;UENRG;Euronext US Energy GR;XAMS;;2971.87;2888.84;2888.84004841;;;;;NLIX00004969;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00004977;16-12-2025;;NLIX00004977;NL;UENRN;Euronext US Energy NR;XAMS;;2550.96;2479.69;2479.68835047;;;;;NLIX00004969;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00004969;16-12-2025;;NLIX00004969;NL;UENR;Euronext US Energy PR;XAMS;806726807.478681;1780.72;1730.97;1730.96994585;1396419858254.2904925;26;EUR;1;;NLIX00004985;NLIX00004977;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00004951;16-12-2025;;NLIX00004951;NL;UTECG;Euronext US Technology GR;XAMS;;24370.12;24445.58;24445.58311547;;;;;NLIX00004936;;;.26765594815944;;US0320951017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00004944;16-12-2025;;NLIX00004944;NL;UTECN;Euronext US Technology NR;XAMS;;23035.17;23106.41;23106.40707449;;;;;NLIX00004936;;;;.18735916371161;US0320951017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00004936;16-12-2025;;NLIX00004936;NL;UTEC;Euronext US Technology PR;XAMS;970290929.211143;20182.25;20244.48;20244.47904039;19643034379492.576750;82;EUR;1;;NLIX00004951;NLIX00004944;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00004910;16-12-2025;;NLIX00004910;NL;DWREN;EN Developed World Real Estate TM NR;XAMS;;2728.302;2712.225;2712.22456777;;;;;NLIX00004894;;;;.52338652512323;US74340W1036;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00004902;16-12-2025;;NLIX00004902;NL;DWREG;EN Developed World Real Estate TM GR;XAMS;;3134.409;3116.334;3116.3340085;;;;;NLIX00004894;;;.74769503589033;;US74340W1036;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00004894;16-12-2025;;NLIX00004894;NL;DWREP;EN Developed World Real Estate TM;XAMS;1253644313.53197;1776.992;1765.997;1765.99687763;2213931943358.1044178;396;USD;1;;NLIX00004902;NLIX00004910;;;;WM ;EU Price;Indices;;;;;0;;CALCULATED
NLIX00004829;16-12-2025;;NLIX00004829;NL;EUREN;Euronext USA Real Estate Total Market NR;XAMS;;3409.887;3383.68;3383.67956754;;;;;NLIX00004803;;;;1.06263758740954;US74340W1036;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00004811;16-12-2025;;NLIX00004811;NL;EUREG;Euronext USA Real Estate Total Market GR;XAMS;;4030.653;4000.469;4000.46922229;;;;;NLIX00004803;;;1.51805369629935;;US74340W1036;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00004803;16-12-2025;;NLIX00004803;NL;EUREP;Euronext USA Real Estate Total Market;XAMS;617464080.674497;2307.756;2288.957;2288.95662555;1413348498501.814;92;USD;1;;NLIX00004811;NLIX00004829;;;;WM ;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003979;16-12-2025;;NLIX00003979;NL;TUTIG;Euronext Transatlantic Utilities GR;XAMS;;4441.05;4423.36;4423.35669102;;;;;NLIX00003953;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003961;16-12-2025;;NLIX00003961;NL;TUTIN;Euronext Transatlantic Utilities NR;XAMS;;3807.74;3792.57;3792.56947124;;;;;NLIX00003953;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003953;16-12-2025;;NLIX00003953;NL;TUTI;Euronext Transatlantic Utilities PR;XAMS;715645061.948887;2366.83;2357.4;2357.40247113;1687063437488.4572574;55;EUR;1;;NLIX00003979;NLIX00003961;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003946;16-12-2025;;NLIX00003946;NL;TBMAG;Euronext Transatlantic Basic Mat GR;XAMS;;3554.39;3551.45;3551.45077431;;;;;NLIX00003920;;;.35190308017013;;US2788651006;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003938;16-12-2025;;NLIX00003938;NL;TBMAN;Euronext Transatlantic Basic Mat NR;XAMS;;3257.93;3255.09;3255.08859005;;;;;NLIX00003920;;;;.24633215611909;US2788651006;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003920;16-12-2025;;NLIX00003920;NL;TBMA;Euronext Transatlantic Basic Mat PR;XAMS;450544735.86601;2287.12;2284.88;2284.87834801;1029439911789.4262236;38;EUR;1;;NLIX00003946;NLIX00003938;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003912;16-12-2025;;NLIX00003912;NL;THECG;Euronext Transatlantic Health Care GR;XAMS;;6845.92;6769.26;6769.26113852;;;;;NLIX00003896;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003904;16-12-2025;;NLIX00003904;NL;THECN;Euronext Transatlantic Health Care NR;XAMS;;6266.35;6196.18;6196.18277083;;;;;NLIX00003896;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003896;16-12-2025;;NLIX00003896;NL;THEC;Euronext Transatlantic Health Care PR;XAMS;1256649173.32813;4899.77;4844.9;4844.90212062;6088342244732.2074022;86;EUR;1;;NLIX00003912;NLIX00003904;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003888;16-12-2025;;NLIX00003888;NL;TTELG;Euronext Transatlantic Telecom GR;XAMS;;4048.75;4052.21;4052.21189359;;;;;NLIX00003862;;;1.07143628255113;;ES0178430E18;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003870;16-12-2025;;NLIX00003870;NL;TTELN;Euronext Transatlantic Telecom NR;XAMS;;3509.95;3512.64;3512.6408979;;;;;NLIX00003862;;;;.86786338886641;ES0178430E18;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003862;16-12-2025;;NLIX00003862;NL;TTEL;Euronext Transatlantic Telecom PR;XAMS;515980992.060178;2302.01;2302.9;2302.90499454;1188255203702.0978309;25;EUR;1;;NLIX00003888;NLIX00003870;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003854;16-12-2025;;NLIX00003854;NL;TINDG;Euronext Transatlantic Industrials GR;XAMS;;8289.60;8237.31;8237.31254648;;;;;NLIX00003839;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003847;16-12-2025;;NLIX00003847;NL;TINDN;Euronext Transatlantic Industrials NR;XAMS;;7635.98;7587.81;7587.81353968;;;;;NLIX00003839;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00003839;16-12-2025;;NLIX00003839;NL;TIND;Euronext Transatlantic Industrials PR;XAMS;1285181998.98899;6099.90;6061.43;6061.4279342;7790038069207.5194292;204;EUR;1;;NLIX00003854;NLIX00003847;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00003821;16-12-2025;;NLIX00003821;NL;TFING;Euronext Transatlantic Financials GR;XAMS;;5723.93;5694.71;5694.71347873;;;;;NLIX00003805;;;.20690129575888;;US0268747849 US45866F1049;ECB;TR1;Indices;;;;;0;;CALCULATED
