2025-06-30 15:13:45,278 - werkzeug - WARNING -  * Debugger is active!
2025-06-30 15:13:45,280 - werkzeug - INFO -  * Debugger PIN: 691-175-853
2025-06-30 15:13:45,897 - Review.reviews.gicp_review - INFO - Loading EOD data...
2025-06-30 15:13:46,490 - Review.reviews.gicp_review - INFO - Loading reference data...
2025-06-30 15:13:53,757 - Review.reviews.gicp_review - INFO - Processing market data...
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_1 weight: 12.0000% (target: 12.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_2 weight: 12.0000% (target: 12.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_3 weight: 12.0000% (target: 12.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_4 weight: 12.0000% (target: 12.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_5 weight: 12.0000% (target: 12.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_6 weight: 20.0000% (target: 20.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_7 weight: 20.0000% (target: 20.0000%)
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - 
Final Weight Verification:
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_1 final weight: 12.0000%
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_2 final weight: 12.0000%
2025-06-30 15:13:53,864 - Review.reviews.gicp_review - INFO - Category_3 final weight: 12.0000%
2025-06-30 15:13:53,874 - Review.reviews.gicp_review - INFO - Category_4 final weight: 12.0000%
2025-06-30 15:13:53,874 - Review.reviews.gicp_review - INFO - Category_5 final weight: 12.0000%
2025-06-30 15:13:53,875 - Review.reviews.gicp_review - INFO - Category_6 final weight: 20.0000%
2025-06-30 15:13:53,875 - Review.reviews.gicp_review - INFO - Category_7 final weight: 20.0000%
2025-06-30 15:13:53,876 - Review.reviews.gicp_review - INFO - Maximum constituent weight: 10.0000%
2025-06-30 15:13:53,880 - Review.reviews.gicp_review - INFO - Saving GICP output to: C:\Users\CSonneveld\OneDrive - Euronext\Documents\Projects\GUI + Reviews\output\GICP_df_20250630_151353.xlsx
2025-06-30 15:13:54,248 - werkzeug - INFO - 127.0.0.1 - - [30/Jun/2025 15:13:54] "POST /calculate HTTP/1.1" 200 -
2025-06-30 15:14:43,146 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\review_logic.py', reloading
2025-06-30 15:14:43,246 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\flask\\sansio\\app.py', reloading
2025-06-30 15:14:43,263 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\flask\\sansio\\scaffold.py', reloading
2025-06-30 15:14:43,339 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\sansio\\request.py', reloading
2025-06-30 15:14:43,357 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\sansio\\response.py', reloading
2025-06-30 15:14:43,386 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\datastructures\\__init__.py', reloading
2025-06-30 15:14:43,386 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\datastructures\\headers.py', reloading
2025-06-30 15:14:43,405 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\utils.py', reloading
2025-06-30 15:14:43,428 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\_internal.py', reloading
2025-06-30 15:14:43,430 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\datastructures\\structures.py', reloading
2025-06-30 15:14:43,456 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\werkzeug\\datastructures\\mixins.py', reloading
2025-06-30 15:14:43,468 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\fri4p_review.py', reloading
2025-06-30 15:14:43,471 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\egspp_review.py', reloading
2025-06-30 15:14:43,480 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\gicp_review.py', reloading
2025-06-30 15:14:43,489 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\edwpt_review.py', reloading
2025-06-30 15:14:43,503 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\edwp_review.py', reloading
2025-06-30 15:14:43,512 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\f4rip_review.py', reloading
2025-06-30 15:14:43,513 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\ses5p_review.py', reloading
2025-06-30 15:14:43,521 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\aerdp_review.py', reloading
2025-06-30 15:14:43,532 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\bnew_review.py', reloading
2025-06-30 15:14:43,539 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\aexew_review.py', reloading
2025-06-30 15:14:43,539 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\cacew_review.py', reloading
2025-06-30 15:14:43,546 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\clew_review.py', reloading
2025-06-30 15:14:43,550 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\sbf80_review.py', reloading
2025-06-30 15:14:43,554 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\wifrp_review.py', reloading
2025-06-30 15:14:43,567 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\OneDrive - Euronext\\Documents\\Projects\\GUI + Reviews\\Review\\reviews\\lc100_review.py', reloading
