2025-02-10 15:36:19,362 - werkzeug - WARNING -  * Debugger is active!
2025-02-10 15:36:19,364 - werkzeug - INFO -  * Debugger PIN: 691-175-853
2025-02-10 15:36:19,905 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\__init__.py', reloading
2025-02-10 15:36:19,905 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\__init__.py', reloading
2025-02-10 15:36:19,906 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\__init__.py', reloading
2025-02-10 15:36:19,906 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\_exception_handler.py', reloading
2025-02-10 15:36:19,907 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\_exception_handler.py', reloading
2025-02-10 15:36:19,908 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\_utils.py', reloading
2025-02-10 15:36:19,908 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\_utils.py', reloading
2025-02-10 15:36:19,908 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\applications.py', reloading
2025-02-10 15:36:19,909 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\applications.py', reloading
2025-02-10 15:36:19,909 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\authentication.py', reloading
2025-02-10 15:36:19,910 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\authentication.py', reloading
2025-02-10 15:36:19,910 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\background.py', reloading
