2025-03-19 16:24:50,158 - werkzeug - WARNING -  * Debugger is active!
2025-03-19 16:24:50,163 - werkzeug - INFO -  * Debugger PIN: 691-175-853
2025-03-19 16:24:50,198 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\applications.py', reloading
2025-03-19 16:24:50,214 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\background.py', reloading
2025-03-19 16:24:50,216 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\cli.py', reloading
2025-03-19 16:24:50,218 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\concurrency.py', reloading
2025-03-19 16:24:50,224 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\concurrency.py', reloading
2025-03-19 16:24:50,225 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\datastructures.py', reloading
2025-03-19 16:24:50,228 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\datastructures.py', reloading
2025-03-19 16:24:50,234 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\encoders.py', reloading
2025-03-19 16:24:50,242 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\exceptions.py', reloading
2025-03-19 16:24:50,244 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\exception_handlers.py', reloading
2025-03-19 16:24:50,248 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\logger.py', reloading
2025-03-19 16:24:50,249 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\middleware\\__init__.py', reloading
2025-03-19 16:24:50,250 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\middleware\\__init__.py', reloading
2025-03-19 16:24:50,252 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\params.py', reloading
2025-03-19 16:24:50,257 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\param_functions.py', reloading
2025-03-19 16:24:50,270 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\requests.py', reloading
2025-03-19 16:24:50,270 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\requests.py', reloading
2025-03-19 16:24:50,279 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\responses.py', reloading
2025-03-19 16:24:50,283 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\responses.py', reloading
2025-03-19 16:24:50,290 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\routing.py', reloading
2025-03-19 16:24:50,310 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\starlette\\routing.py', reloading
2025-03-19 16:24:50,316 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\security\\__init__.py', reloading
2025-03-19 16:24:50,317 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\security\\api_key.py', reloading
2025-03-19 16:24:50,317 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\security\\http.py', reloading
2025-03-19 16:24:50,317 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\fastapi\\security\\oauth2.py', reloading
