2025-06-11 16:45:02,666 - werkzeug - WARNING -  * Debugger is active!
2025-06-11 16:45:02,669 - werkzeug - INFO -  * Debugger PIN: 691-175-853
2025-06-11 16:45:02,708 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\jinja2\\loaders.py', reloading
2025-06-11 16:45:02,711 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\jinja2\\runtime.py', reloading
2025-06-11 16:45:02,714 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\jinja2\\utils.py', reloading
2025-06-11 16:45:02,718 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\jupyter_core\\__init__.py', reloading
2025-06-11 16:45:02,719 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\mako\\__init__.py', reloading
2025-06-11 16:45:02,719 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\markupsafe\\__init__.py', reloading
2025-06-11 16:45:02,721 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\matplotlib_inline\\__init__.py', reloading
2025-06-11 16:45:02,724 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\multipart\\__init__.py', reloading
2025-06-11 16:45:02,726 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\python_multipart\\__init__.py', reloading
2025-06-11 16:45:02,763 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\numpy\\_typing\\_extended_precision.py', reloading
2025-06-11 16:45:02,817 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\__init__.py', reloading
2025-06-11 16:45:02,823 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\_old_api.py', reloading
2025-06-11 16:45:02,825 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_types.py', reloading
2025-06-11 16:45:02,826 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_utils\\__init__.py', reloading
2025-06-11 16:45:02,828 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_utils\\_utils.py', reloading
2025-06-11 16:45:02,830 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_client.py', reloading
2025-06-11 16:45:02,839 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_streaming.py', reloading
2025-06-11 16:45:02,841 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_models.py', reloading
2025-06-11 16:45:02,843 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_version.py', reloading
2025-06-11 16:45:02,845 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_response.py', reloading
2025-06-11 16:45:02,846 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_constants.py', reloading
2025-06-11 16:45:02,847 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_exceptions.py', reloading
2025-06-11 16:45:02,851 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_base_client.py', reloading
2025-06-11 16:45:02,859 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_legacy_response.py', reloading
2025-06-11 16:45:02,861 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\__init__.py', reloading
2025-06-11 16:45:02,863 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\_tools.py', reloading
2025-06-11 16:45:02,865 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\version.py', reloading
2025-06-11 16:45:02,866 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\azure.py', reloading
2025-06-11 16:45:02,869 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\streaming\\__init__.py', reloading
2025-06-11 16:45:02,870 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\lib\\streaming\\_assistants.py', reloading
2025-06-11 16:45:02,888 - werkzeug - INFO -  * Detected change in 'C:\\Users\\CSonneveld\\AppData\\Roaming\\Python\\Python312\\site-packages\\openai\\_module_client.py', reloading
